Filename,Charges,Errors
Charges1619201508424.xml,251,0
Charges1619201508570.xml,245,0
Charges1619201508707.xml,228,0
Charges1619201508850.xml,154,0
Charges1619201508990.xml,176,0
Charges1619201509130.xml,188,0
Charges1619201509286.xml,164,0
Charges1619201509423.xml,97,0
Charges1619201509568.xml,203,0
Charges1619201509742.xml,315,0
Charges1619201509889.xml,279,0
Charges1619201510037.xml,235,0
Charges1619201510186.xml,189,0
Charges1619201510335.xml,192,0
Charges1619201510478.xml,161,0
Charges1619201510614.xml,103,0
Charges1619201510758.xml,168,0
Charges1619201510905.xml,189,0
Charges1619201511050.xml,140,0
Charges1619201511187.xml,237,0
Charges1619201511333.xml,167,0
Charges1619201511482.xml,376,0
Charges1619201511632.xml,148,0
Charges1619201511767.xml,240,0
Charges1619201511916.xml,238,0
Charges1619201512062.xml,56,0
Charges1619201512204.xml,145,0
Charges1619201512350.xml,238,0
Charges1619201512499.xml,151,0
Charges1619201512647.xml,350,0
Charges1619201512815.xml,229,0
Charges1619201512962.xml,158,0
Charges1619201513101.xml,186,0
Charges1619201513239.xml,180,0
Charges1619201513405.xml,257,0
Charges1619201513559.xml,298,0
Charges1619201513700.xml,212,0
Charges1619201513857.xml,78,0
Charges1619201514003.xml,199,0
Charges1619201514160.xml,126,0
Charges1619201514305.xml,113,0
Charges1619201514450.xml,208,0
Charges1619201514587.xml,10,0
Charges1619201514723.xml,95,0
Charges1619201514858.xml,170,0
Charges1619201515007.xml,88,0
Charges1619201515142.xml,141,0
Charges1619201515286.xml,277,0
Charges1619201515435.xml,189,0
Charges1619201515574.xml,284,0
Charges1619201515726.xml,249,0
Charges1619201515862.xml,188,0
Charges1619201516001.xml,161,0
Charges1619201516138.xml,168,0
Charges1619201516298.xml,186,0
Charges1619201516461.xml,175,0
Charges1619201516614.xml,28,0
Charges1619201516751.xml,194,0
Charges1619201516885.xml,35,0
Charges1619201517027.xml,112,0
Charges1619201517186.xml,237,0
Charges1619201517342.xml,351,0
Charges1619201517484.xml,145,0
Charges1619201517635.xml,164,0
Charges1619201517822.xml,177,0
Charges1619201517962.xml,317,0
Charges1619201518121.xml,231,0
Charges1619201518289.xml,160,0
Charges1619201518428.xml,376,0
Charges1619201518570.xml,130,0
Charges1619201518706.xml,176,0
Charges1619201518843.xml,143,0
Charges1619201518990.xml,128,0
Charges1619201519127.xml,410,0
Charges1619201519267.xml,139,0
Charges1619201519433.xml,136,0
Charges1619201519567.xml,111,0
Charges1619201519726.xml,364,0
Charges1619201519870.xml,138,0
Charges1619201520045.xml,159,0
Charges1619201520193.xml,513,0
Charges1619201520341.xml,139,0
Total,15861,0
